"response_id","q1_relationship","q1_other_note","q2_years","q3_attractions","q3_other","q4_interests","q5_visits","q6_days","q7_reason","q7_other","q8_transport","q8_other","q9_migration","q10_engagement","q10_details","q11_skills","q11_other"
"567","⑤ 仕事","","② 2～3年未満","⑥ 人柄・土地柄|⑤ 特産品|① 自然","","③ ご当地ニュース","① 0回","⑦ 20～29日","① 帰省","","④ 船舶","","③ いずれ検討する可能性がある","⓪ 未定","","④ デジタル",""
"568","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑦ 20～25年未満","① 自然|⑨ その他【自由記述】|⑥ 人柄・土地柄","地元の温泉文化と食事が素晴らしい","① イベント","② 1回","⑦ 20～29日","⑤ 観光・イベント","","② 鉄道","","② 関心あり","② 定期的な訪問","","⑦ 建築・土木",""
"569","③ 居住経験","","③ 3～5年未満","⑤ 特産品|④ 観光|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","④ 船舶","","③ いずれ検討する可能性がある","② 定期的な訪問","","⑩ 農林水産",""
"570","⑥ 観光","","⑥ 15～20年未満","③ 歴史・文化|④ 観光|⑦ 居住地との距離","","④ 担い手募集","⑤ 11回以上","① 0日","④ 担い手活動","","② 鉄道","","③ いずれ検討する可能性がある","⓪ 未定","","⑥ 経営支援",""
"571","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","① 1年未満","⑦ 居住地との距離|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","③ 2～4回","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","④ 特に希望しない","② 定期的な訪問","","① まちづくり",""
"572","③ 居住経験","","② 2～3年未満","⑤ 特産品|① 自然|⑦ 居住地との距離","","② 地域の魅力","⑤ 11回以上","① 0日","① 帰省","","② 鉄道","","② 関心あり","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"573","⑨ 特にない","","③ 3～5年未満","② 都市機能|⑧ 著名人・作品のゆかりがある|③ 歴史・文化","","④ 担い手募集","③ 2～4回","③ 3～5日","② 親戚・知人との交流","","③ 飛行機","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","① まちづくり",""
"574","⑦ ふるさと納税","","⑧ 25～30年未満","⑨ その他【自由記述】|③ 歴史・文化|⑥ 人柄・土地柄","地元の温泉文化と食事が素晴らしい","④ 担い手募集","② 1回","② 1～2日","⑤ 観光・イベント","","② 鉄道","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑪ その他【自由記述】","データ分析および生成AIの活用"
"575","③ 居住経験","","⑤ 10～15年未満","⑧ 著名人・作品のゆかりがある|③ 歴史・文化|⑦ 居住地との距離","","① イベント","① 0回","② 1～2日","④ 担い手活動","","③ 飛行機","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑨ 交通",""
"576","⑥ 観光","","⑦ 20～25年未満","④ 観光|③ 歴史・文化|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","④ 担い手募集","① 0回","③ 3～5日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","④ 特に希望しない","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"577","③ 居住経験","","⑧ 25～30年未満","② 都市機能|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","④ 担い手募集","① 0回","② 1～2日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑦ 建築・土木",""
"578","⑥ 観光","","⑨ 30年以上","⑦ 居住地との距離|① 自然|④ 観光","","④ 担い手募集","⑤ 11回以上","⑧ 30日以上","③ 仕事","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"579","⑤ 仕事","","④ 5～10年未満","④ 観光|⑥ 人柄・土地柄|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","③ 2～4回","④ 6～9日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","⓪ 未定","","⑥ 経営支援",""
"580","① 住所地","","⑥ 15～20年未満","","","","","","","","","","","","","⑤ 広報",""
"581","⑤ 仕事","","① 1年未満","⑤ 特産品|⑧ 著名人・作品のゆかりがある|⑦ 居住地との距離","","④ 担い手募集","① 0回","⑦ 20～29日","③ 仕事","","② 鉄道","","④ 特に希望しない","② 定期的な訪問","","④ デジタル",""
"582","③ 居住経験","","② 2～3年未満","⑤ 特産品|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","④ 担い手募集","③ 2～4回","⑥ 15～19日","① 帰省","","③ 飛行機","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"583","⑤ 仕事","","⑧ 25～30年未満","③ 歴史・文化|⑥ 人柄・土地柄|⑦ 居住地との距離","","② 地域の魅力","④ 5～10回","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","① 具体的に検討中","② 定期的な訪問","","⑥ 経営支援",""
"584","① 住所地","","④ 5～10年未満","","","","","","","","","","","","","⑧ 国際",""
"585","④ 親戚・知人","","③ 3～5年未満","⑨ その他【自由記述】|⑥ 人柄・土地柄|⑧ 著名人・作品のゆかりがある","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","④ 5～10回","① 0日","④ 担い手活動","","③ 飛行機","","② 関心あり","⓪ 未定","","① まちづくり",""
"586","③ 居住経験","","④ 5～10年未満","⑧ 著名人・作品のゆかりがある|④ 観光|⑤ 特産品","","① イベント","④ 5～10回","⑦ 20～29日","② 親戚・知人との交流","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","⓪ 未定","","⑩ 農林水産",""
"587","① 住所地","","⑧ 25～30年未満","","","","","","","","","","","","","① まちづくり",""
"588","⑨ 特にない","","⑨ 30年以上","⑤ 特産品|③ 歴史・文化|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","① イベント","② 1回","⑧ 30日以上","③ 仕事","","① 自家用車","","③ いずれ検討する可能性がある","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"589","① 住所地","","③ 3～5年未満","","","","","","","","","","","","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"590","⑨ 特にない","","④ 5～10年未満","④ 観光|② 都市機能|① 自然","","① イベント","⑤ 11回以上","⑤ 10～14日","③ 仕事","","① 自家用車","","③ いずれ検討する可能性がある","② 定期的な訪問","","⑨ 交通",""
"591","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","② 2～3年未満","② 都市機能|① 自然|③ 歴史・文化","","③ ご当地ニュース","③ 2～4回","① 0日","③ 仕事","","③ 飛行機","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","② 医療・介護",""
"592","② 出身","","⑥ 15～20年未満","⑤ 特産品|② 都市機能|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","③ 2～4回","② 1～2日","③ 仕事","","④ 船舶","","① 具体的に検討中","② 定期的な訪問","","④ デジタル",""
"593","② 出身","","⑨ 30年以上","⑨ その他【自由記述】|⑥ 人柄・土地柄|② 都市機能","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","⑧ 30日以上","② 親戚・知人との交流","","③ 飛行機","","② 関心あり","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"594","② 出身","","② 2～3年未満","⑤ 特産品|⑥ 人柄・土地柄|② 都市機能","","② 地域の魅力","③ 2～4回","⑦ 20～29日","② 親戚・知人との交流","","④ 船舶","","① 具体的に検討中","⓪ 未定","","⑧ 国際",""
"595","⑥ 観光","","② 2～3年未満","⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","⑤ 11回以上","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"596","⑦ ふるさと納税","","⑥ 15～20年未満","② 都市機能|⑦ 居住地との距離|⑥ 人柄・土地柄","","② 地域の魅力","② 1回","③ 3～5日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","⓪ 未定","","⑩ 農林水産",""
"597","① 住所地","","⑤ 10～15年未満","","","","","","","","","","","","","⑨ 交通",""
"598","⑥ 観光","","⑦ 20～25年未満","④ 観光|③ 歴史・文化|⑦ 居住地との距離","","① イベント","⑤ 11回以上","⑥ 15～19日","④ 担い手活動","","④ 船舶","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","④ デジタル",""
"599","④ 親戚・知人","","③ 3～5年未満","⑨ その他【自由記述】|④ 観光|⑤ 特産品","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","① 0回","③ 3～5日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","④ 特に希望しない","② 定期的な訪問","","④ デジタル",""
"600","⑤ 仕事","","③ 3～5年未満","⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","② 1回","⑥ 15～19日","② 親戚・知人との交流","","③ 飛行機","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑥ 経営支援",""
"601","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑤ 10～15年未満","④ 観光|⑥ 人柄・土地柄|⑤ 特産品","","② 地域の魅力","① 0回","⑦ 20～29日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","① まちづくり",""
"602","② 出身","","⑦ 20～25年未満","⑦ 居住地との距離|① 自然|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","② 1～2日","② 親戚・知人との交流","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","⓪ 未定","","④ デジタル",""
"603","② 出身","","① 1年未満","③ 歴史・文化|① 自然|④ 観光","","④ 担い手募集","③ 2～4回","② 1～2日","⑤ 観光・イベント","","④ 船舶","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","④ デジタル",""
"604","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑦ 20～25年未満","⑤ 特産品|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","② 地域の魅力","② 1回","⑧ 30日以上","③ 仕事","","① 自家用車","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
